Symbol,Alias,SrcDbId,SrcName
TUBB6,tubulin beta MGC4083,20776,HGNC
TUBB6,class V beta-tubulin,20776,HGNC
TUBB6,"tubulin, beta 6",20776,HGNC
TUBB6,"tubulin, beta 6 class V",20776,HGNC
TUBB6,tubulin beta 6 class V,84617,NCBI Gene
TUBB6,FPVEPD,84617,NCBI Gene
TUBB6,HsT1601,84617,NCBI Gene
TUBB6,TUBB-5,84617,NCBI Gene
TUBB6,tubulin beta-6 chain,84617,NCBI Gene
TUBB6,class V beta-tubulin,84617,NCBI Gene
TUBB6,tubulin beta MGC4083,84617,NCBI Gene
TUBB6,tubulin beta class V,84617,NCBI Gene
TUBB6,"tubulin, beta 6",84617,NCBI Gene
TUBB6,tubulin beta 6 class V,ENSG00000176014,Ensembl
TUBB6,HsT1601,ENSG00000176014,Ensembl
TUBB6,MGC4083,ENSG00000176014,Ensembl
TUBG1,TUBGCP1,ENSG00000131462,Ensembl
TUBG1,TUBG,ENSG00000131462,Ensembl
TUBG1,tubulin gamma 1,ENSG00000131462,Ensembl
TUBG1,"tubulin, gamma polypeptide",7283,NCBI Gene
TUBG1,gamma-tubulin complex component 1,7283,NCBI Gene
TUBG1,tubulin gamma-1 chain,7283,NCBI Gene
TUBG1,TUBGCP1,7283,NCBI Gene
TUBG1,TUBG,7283,NCBI Gene
TUBG1,GCP-1,7283,NCBI Gene
TUBG1,CDCBM4,7283,NCBI Gene
TUBG1,tubulin gamma 1,7283,NCBI Gene
TUBG1,"tubulin, gamma 1",12417,HGNC
TUBG1,"tubulin, gamma polypeptide",12417,HGNC
TUBG1,TUBGCP1,12417,HGNC
TUBG1,tubulin gamma 1,12417,HGNC
TUFM,"Tu translation elongation factor, mitochondrial",12420,HGNC
TUFM,EFTu,12420,HGNC
TUFM,EF-TuMT,12420,HGNC
TUFM,"Tu translation elongation factor, mitochondrial",7284,NCBI Gene
TUFM,COXPD4,7284,NCBI Gene
TUFM,EF-TuMT,7284,NCBI Gene
TUFM,EFTu,7284,NCBI Gene
TUFM,P43,7284,NCBI Gene
TUFM,"elongation factor Tu, mitochondrial",7284,NCBI Gene
TUFM,EF-Tu,7284,NCBI Gene
TUFM,epididymis secretory sperm binding protein,7284,NCBI Gene
TUFM,"Tu translation elongation factor, mitochondrial",ENSG00000178952,Ensembl
TUFM,EF-TuMT,ENSG00000178952,Ensembl
TUFM,EFTu,ENSG00000178952,Ensembl
TWIST1,twist family bHLH transcription factor 1,12428,HGNC
TWIST1,SCS,12428,HGNC
TWIST1,H-twist,12428,HGNC
TWIST1,BPES2,12428,HGNC
TWIST1,bHLHa38,12428,HGNC
TWIST1,CRS1,12428,HGNC
TWIST1,Saethre-Chotzen syndrome,12428,HGNC
TWIST1,"blepharophimosis, epicanthus inversus and ptosis 3",12428,HGNC
TWIST1,acrocephalosyndactyly 3,12428,HGNC
TWIST1,twist homolog 1 (Drosophila),12428,HGNC
TWIST1,twist basic helix-loop-helix transcription factor 1,12428,HGNC
TWIST1,craniosynostosis,12428,HGNC
TWIST1,twist family bHLH transcription factor 1,7291,NCBI Gene
TWIST1,ACS3,7291,NCBI Gene
TWIST1,BPES2,7291,NCBI Gene
TWIST1,class A basic helix-loop-helix protein 38,7291,NCBI Gene
TWIST1,twist basic helix-loop-helix transcription factor 1,7291,NCBI Gene
TWIST1,twist homolog 1,7291,NCBI Gene
TWIST1,TWIST homolog of drosophila,7291,NCBI Gene
TWIST1,H-twist,7291,NCBI Gene
TWIST1,B-HLH DNA binding protein,7291,NCBI Gene
TWIST1,twist-related protein 1,7291,NCBI Gene
TWIST1,bHLHa38,7291,NCBI Gene
TWIST1,TWIST,7291,NCBI Gene
TWIST1,SWCOS,7291,NCBI Gene
TWIST1,SCS,7291,NCBI Gene
TWIST1,CSO,7291,NCBI Gene
TWIST1,CRS1,7291,NCBI Gene
TWIST1,CRS,7291,NCBI Gene
TWIST1,BPES3,7291,NCBI Gene
TWIST1,twist family bHLH transcription factor 1,ENSG00000122691,Ensembl
TWIST1,ACS3,ENSG00000122691,Ensembl
TWIST1,bHLHa38,ENSG00000122691,Ensembl
TWIST1,BPES2,ENSG00000122691,Ensembl
TWIST1,BPES3,ENSG00000122691,Ensembl
TWIST1,CRS,ENSG00000122691,Ensembl
TWIST1,CRS1,ENSG00000122691,Ensembl
TWIST1,H-twist,ENSG00000122691,Ensembl
TWIST1,SCS,ENSG00000122691,Ensembl
TWIST1,TWIST,ENSG00000122691,Ensembl
TWIST2,twist family bHLH transcription factor 2,20670,HGNC
TWIST2,DERMO1,20670,HGNC
TWIST2,DERMO1,ENSG00000233608,Ensembl
TWIST2,Dermo-1,ENSG00000233608,Ensembl
TWIST2,bHLHa39,ENSG00000233608,Ensembl
TWIST2,twist family bHLH transcription factor 2,ENSG00000233608,Ensembl
TWIST2,twist-related bHLH protein Dermo1,117581,NCBI Gene
TWIST2,twist homolog 2,117581,NCBI Gene
TWIST2,twist basic helix-loop-helix transcription factor 2,117581,NCBI Gene
TWIST2,dermis-expressed protein 1,117581,NCBI Gene
TWIST2,class A basic helix-loop-helix protein 39,117581,NCBI Gene
TWIST2,twist-related protein 2,117581,NCBI Gene
TWIST2,bHLHa39,117581,NCBI Gene
TWIST2,SETLSS,117581,NCBI Gene
TWIST2,FFDD3,117581,NCBI Gene
TWIST2,DERMO1,117581,NCBI Gene
TWIST2,BBRSAY,117581,NCBI Gene
TWIST2,AMS,117581,NCBI Gene
TWIST2,twist family bHLH transcription factor 2,117581,NCBI Gene
TWIST2,twist basic helix-loop-helix transcription factor 2,20670,HGNC
TWIST2,twist homolog 2 (Drosophila),20670,HGNC
TWIST2,bHLHa39,20670,HGNC
TWIST2,Dermo-1,20670,HGNC
TXK,TXK tyrosine kinase,12434,HGNC
TXK,TKL,12434,HGNC
TXK,PSCTK5,12434,HGNC
TXK,BTKL,12434,HGNC
TXK,RLK,12434,HGNC
TXK,PTK4 protein tyrosine kinase 4,12434,HGNC
TXK,TXK tyrosine kinase,7294,NCBI Gene
TXK,BTKL,7294,NCBI Gene
TXK,PSCTK5,7294,NCBI Gene
TXK,PTK4,7294,NCBI Gene
TXK,RLK,7294,NCBI Gene
TXK,TKL,7294,NCBI Gene
TXK,tyrosine-protein kinase TXK,7294,NCBI Gene
TXK,PTK4 protein tyrosine kinase 4,7294,NCBI Gene
TXK,protein-tyrosine kinase 4,7294,NCBI Gene
TXK,resting lymphocyte kinase,7294,NCBI Gene
TXK,TXK tyrosine kinase,ENSG00000074966,Ensembl
TXK,BTKL,ENSG00000074966,Ensembl
TXK,PSCTK5,ENSG00000074966,Ensembl
TXK,PTK4,ENSG00000074966,Ensembl
TXK,RLK,ENSG00000074966,Ensembl
TXK,TKL,ENSG00000074966,Ensembl
TXN,TXN1,ENSG00000136810,Ensembl
TXN,Trx80,ENSG00000136810,Ensembl
TXN,TRX,ENSG00000136810,Ensembl
TXN,thioredoxin,ENSG00000136810,Ensembl
TXN,thioredoxin delta 3,7295,NCBI Gene
TXN,testicular tissue protein Li 199,7295,NCBI Gene
TXN,surface-associated sulphydryl protein,7295,NCBI Gene
TXN,TXN delta 3,7295,NCBI Gene
TXN,SASP,7295,NCBI Gene
TXN,ATL-derived factor,7295,NCBI Gene
TXN,ADF,7295,NCBI Gene
TXN,Trx80,7295,NCBI Gene
TXN,TXN1,7295,NCBI Gene
TXN,TRX1,7295,NCBI Gene
TXN,TRX,7295,NCBI Gene
TXN,TRDX,7295,NCBI Gene
TXN,thioredoxin,7295,NCBI Gene
TXN,TXN1,12435,HGNC
TXN,Trx80,12435,HGNC
TXN,TRX,12435,HGNC
TXN,thioredoxin,12435,HGNC
TXN2,MT-TRX,ENSG00000100348,Ensembl
TXN2,thioredoxin 2,ENSG00000100348,Ensembl
TXN2,mitochondrial thioredoxin,25828,NCBI Gene
TXN2,"thioredoxin, mitochondrial",25828,NCBI Gene
TXN2,TXN,25828,NCBI Gene
TXN2,TRX2,25828,NCBI Gene
TXN2,MTRX,25828,NCBI Gene
TXN2,MT-TRX,25828,NCBI Gene
TXN2,COXPD29,25828,NCBI Gene
TXN2,thioredoxin 2,25828,NCBI Gene
TXN2,MT-TRX,17772,HGNC
TXN2,thioredoxin 2,17772,HGNC
TXNRD1,thioredoxin reductase 1,12437,HGNC
TXNRD1,TXNR,12437,HGNC
TXNRD1,GRIM-12,12437,HGNC
TXNRD1,Trxr1,12437,HGNC
TXNRD1,TXNR1,12437,HGNC
TXNRD1,selenoprotein TXNRD1,12437,HGNC
TXNRD1,thioredoxin reductase 1,7296,NCBI Gene
TXNRD1,GRIM-12,7296,NCBI Gene
TXNRD1,TR,7296,NCBI Gene
TXNRD1,TR1,7296,NCBI Gene
TXNRD1,Trxr1,7296,NCBI Gene
TXNRD1,TXNR,7296,NCBI Gene
TXNRD1,TXNR1,7296,NCBI Gene
TXNRD1,"thioredoxin reductase 1, cytoplasmic",7296,NCBI Gene
TXNRD1,KM-102-derived reductase-like factor,7296,NCBI Gene
TXNRD1,gene associated with retinoic and IFN-induced mortality 12 protein,7296,NCBI Gene
TXNRD1,gene associated with retinoic and interferon-induced mortality 12 protein,7296,NCBI Gene
TXNRD1,oxidoreductase,7296,NCBI Gene
TXNRD1,peroxidase TXNRD1,7296,NCBI Gene
TXNRD1,selenoprotein TXNRD1,7296,NCBI Gene
TXNRD1,testis tissue sperm-binding protein Li 46a,7296,NCBI Gene
TXNRD1,thioredoxin reductase GRIM-12,7296,NCBI Gene
TXNRD1,thioredoxin reductase TR1,7296,NCBI Gene
TXNRD1,thioredoxin reductase 1,ENSG00000198431,Ensembl
TXNRD1,GRIM-12,ENSG00000198431,Ensembl
TXNRD1,Trxr1,ENSG00000198431,Ensembl
TXNRD1,TXNR,ENSG00000198431,Ensembl
TXNRD1,TXNR1,ENSG00000198431,Ensembl
TXNRD2,thioredoxin reductase 2,18155,HGNC
TXNRD2,TR,18155,HGNC
TXNRD2,TRXR2,18155,HGNC
TXNRD2,TR3,18155,HGNC
TXNRD2,SELZ,18155,HGNC
TXNRD2,TXNR2,18155,HGNC
TXNRD2,thioredoxin reductase beta,18155,HGNC
TXNRD2,selenoprotein Z,18155,HGNC
TXNRD2,thioredoxin reductase 2,10587,NCBI Gene
TXNRD2,GCCD5,10587,NCBI Gene
TXNRD2,SELZ,10587,NCBI Gene
TXNRD2,TR,10587,NCBI Gene
TXNRD2,TR-BETA,10587,NCBI Gene
TXNRD2,TR3,10587,NCBI Gene
TXNRD2,TXNR2,ENSG00000184470,Ensembl
TXNRD2,TRXR2,ENSG00000184470,Ensembl
TXNRD2,TR3,ENSG00000184470,Ensembl
TXNRD2,TR,ENSG00000184470,Ensembl
TXNRD2,SELZ,ENSG00000184470,Ensembl
TXNRD2,thioredoxin reductase 2,ENSG00000184470,Ensembl
TXNRD2,thioredoxin reductase beta,10587,NCBI Gene
TXNRD2,thioredoxin reductase TR3,10587,NCBI Gene
TXNRD2,thioredoxin reductase 3,10587,NCBI Gene
TXNRD2,selenoprotein Z,10587,NCBI Gene
TXNRD2,"thioredoxin reductase 2, mitochondrial",10587,NCBI Gene
TXNRD2,TXNR2,10587,NCBI Gene
TXNRD2,TRXR2,10587,NCBI Gene
TYK2,JTK1,ENSG00000105397,Ensembl
TYK2,tyrosine kinase 2,ENSG00000105397,Ensembl
TYK2,non-receptor tyrosine-protein kinase TYK2,7297,NCBI Gene
TYK2,JTK1,7297,NCBI Gene
TYK2,IMD35,7297,NCBI Gene
TYK2,tyrosine kinase 2,7297,NCBI Gene
TYK2,JTK1,12440,HGNC
TYK2,tyrosine kinase 2,12440,HGNC
TYMP,thymidine phosphorylase,3148,HGNC
TYMP,gliostatin,3148,HGNC
TYMP,endothelial cell growth factor 1 (platelet-derived),3148,HGNC
TYMP,thymidine phosphorylase,1890,NCBI Gene
TYMP,ECGF,1890,NCBI Gene
TYMP,ECGF1,1890,NCBI Gene
TYMP,MEDPS1,1890,NCBI Gene
TYMP,MNGIE,1890,NCBI Gene
TYMP,MTDPS1,1890,NCBI Gene
TYMP,PDECGF,1890,NCBI Gene
TYMP,TP,1890,NCBI Gene
TYMP,hPD-ECGF,1890,NCBI Gene
TYMP,gliostatin,1890,NCBI Gene
TYMP,tdRPase,1890,NCBI Gene
TYMP,thymidine phosphorylase,ENSG00000025708,Ensembl
TYMP,ECGF1,ENSG00000025708,Ensembl
TYMP,MNGIE,ENSG00000025708,Ensembl
TYMS,Tsase,ENSG00000176890,Ensembl
TYMS,TS,ENSG00000176890,Ensembl
TYMS,thymidylate synthetase,12441,HGNC
TYMS,Tsase,12441,HGNC
TYMS,TMS,12441,HGNC
TYMS,HsT422,12441,HGNC
TYMS,thymidylate synthetase,7298,NCBI Gene
TYMS,DKCD,7298,NCBI Gene
TYMS,HsT422,7298,NCBI Gene
TYMS,TMS,7298,NCBI Gene
TYMS,TS,7298,NCBI Gene
TYMS,thymidylate synthase,7298,NCBI Gene
TYMS,Tsase,7298,NCBI Gene
TYMS,thymidylate synthetase,ENSG00000176890,Ensembl
TYMS,HsT422,ENSG00000176890,Ensembl
TYMS,TMS,ENSG00000176890,Ensembl
TYR,CMM8,7299,NCBI Gene
TYR,OCA1,7299,NCBI Gene
TYR,OCA1A,7299,NCBI Gene
TYR,OCAIA,7299,NCBI Gene
TYR,SHEP3,7299,NCBI Gene
TYR,LB24-AB,7299,NCBI Gene
TYR,SK29-AB,7299,NCBI Gene
TYR,monophenol monooxygenase,7299,NCBI Gene
TYR,oculocutaneous albinism IA,7299,NCBI Gene
TYR,tumor rejection antigen AB,7299,NCBI Gene
TYR,tyrosinase,ENSG00000077498,Ensembl
TYR,OCA1,ENSG00000077498,Ensembl
TYR,OCA1A,ENSG00000077498,Ensembl
TYR,OCAIA,ENSG00000077498,Ensembl
TYR,ATN,7299,NCBI Gene
TYR,tyrosinase,7299,NCBI Gene
TYR,oculocutaneous albinism IA,12442,HGNC
TYR,OCA1,12442,HGNC
TYR,OCA1A,12442,HGNC
TYR,OCAIA,12442,HGNC
TYR,tyrosinase,12442,HGNC
TYRO3,Tif,ENSG00000092445,Ensembl
TYRO3,Sky,ENSG00000092445,Ensembl
TYRO3,RSE,ENSG00000092445,Ensembl
TYRO3,Rek,ENSG00000092445,Ensembl
TYRO3,Etk-2,ENSG00000092445,Ensembl
TYRO3,Dtk,ENSG00000092445,Ensembl
TYRO3,Brt,ENSG00000092445,Ensembl
TYRO3,TYRO3 protein tyrosine kinase,ENSG00000092445,Ensembl
TYRO3,TYRO3 protein tyrosine kinase,12446,HGNC
TYRO3,Dtk,12446,HGNC
TYRO3,Brt,12446,HGNC
TYRO3,Tif,12446,HGNC
TYRO3,Sky,12446,HGNC
TYRO3,Etk-2,12446,HGNC
TYRO3,Rek,12446,HGNC
TYRO3,TYRO3 protein tyrosine kinase,7301,NCBI Gene
TYRO3,BYK,7301,NCBI Gene
TYRO3,Dtk,7301,NCBI Gene
TYRO3,Etk-2,7301,NCBI Gene
TYRO3,RSE,7301,NCBI Gene
TYRO3,Rek,7301,NCBI Gene
TYRO3,Sky,7301,NCBI Gene
TYRO3,Tif,7301,NCBI Gene
TYRO3,tyrosine-protein kinase receptor TYRO3,7301,NCBI Gene
TYRO3,tyrosine-protein kinase DTK,7301,NCBI Gene
TYRO3,tyrosine-protein kinase RSE,7301,NCBI Gene
TYRO3,tyrosine-protein kinase SKY,7301,NCBI Gene
TYRO3,tyrosine-protein kinase TIF,7301,NCBI Gene
TYRO3,tyrosine-protein kinase byk,7301,NCBI Gene
TYROBP,transmembrane immune signaling adaptor TYROBP,12449,HGNC
TYROBP,DAP12,12449,HGNC
TYROBP,PLO-SL,12449,HGNC
TYROBP,KARAP,12449,HGNC
TYROBP,killer activating receptor associated protein,12449,HGNC
TYROBP,DNAX-activation protein 12,12449,HGNC
TYROBP,DNAX adaptor protein 12,12449,HGNC
TYROBP,polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy,12449,HGNC
TYROBP,TYRO protein tyrosine kinase binding protein,12449,HGNC
TYROBP,transmembrane immune signaling adaptor TYROBP,7305,NCBI Gene
TYROBP,DAP12,7305,NCBI Gene
TYROBP,KARAP,7305,NCBI Gene
TYROBP,PLOSL,7305,NCBI Gene
TYROBP,PLOSL1,7305,NCBI Gene
TYROBP,TYRO protein tyrosine kinase-binding protein,7305,NCBI Gene
TYROBP,DNAX adaptor protein 12,7305,NCBI Gene
TYROBP,DNAX-activation protein 12,7305,NCBI Gene
TYROBP,KAR-associated protein,7305,NCBI Gene
TYROBP,TYRO protein tyrosine kinase binding protein,7305,NCBI Gene
TYROBP,killer-activating receptor-associated protein,7305,NCBI Gene
TYROBP,polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy,7305,NCBI Gene
TYROBP,transmembrane immune signaling adaptor TYROBP,ENSG00000011600,Ensembl
TYROBP,DAP12,ENSG00000011600,Ensembl
TYROBP,KARAP,ENSG00000011600,Ensembl
TYROBP,PLO-SL,ENSG00000011600,Ensembl
TYROBP,PLOSL,ENSG00000011600,Ensembl
TYRP1,TYRP,ENSG00000107165,Ensembl
TYRP1,TRP,ENSG00000107165,Ensembl
TYRP1,OCA3,ENSG00000107165,Ensembl
TYRP1,GP75,ENSG00000107165,Ensembl
TYRP1,CATB,ENSG00000107165,Ensembl
TYRP1,CAS2,ENSG00000107165,Ensembl
TYRP1,b-PROTEIN,ENSG00000107165,Ensembl
TYRP1,tyrosinase related protein 1,ENSG00000107165,Ensembl
TYRP1,melanoma antigen gp75,7306,NCBI Gene
TYRP1,glycoprotein 75,7306,NCBI Gene
TYRP1,catalase B,7306,NCBI Gene
TYRP1,DHICA oxidase,7306,NCBI Gene
TYRP1,"5,6-dihydroxyindole-2-carboxylic acid oxidase",7306,NCBI Gene
TYRP1,b-PROTEIN,7306,NCBI Gene
TYRP1,TYRP,7306,NCBI Gene
TYRP1,TRP1,7306,NCBI Gene
TYRP1,TRP,7306,NCBI Gene
TYRP1,OCA3,7306,NCBI Gene
TYRP1,GP75,7306,NCBI Gene
TYRP1,CATB,7306,NCBI Gene
TYRP1,CAS2,7306,NCBI Gene
TYRP1,tyrosinase related protein 1,7306,NCBI Gene
TYRP1,OCA3,12450,HGNC
TYRP1,b-PROTEIN,12450,HGNC
TYRP1,TRP,12450,HGNC
TYRP1,CATB,12450,HGNC
TYRP1,GP75,12450,HGNC
TYRP1,tyrosinase related protein 1,12450,HGNC
U2AF1,U2 small nuclear RNA auxiliary factor 1,12453,HGNC
U2AF1,U2AF35,12453,HGNC
U2AF1,RNU2AF1,12453,HGNC
U2AF1,RN,12453,HGNC
U2AF1,U2(RNU2) small nuclear RNA auxiliary factor binding protein,12453,HGNC
U2AF1,U2(RNU2) small nuclear RNA auxiliary factor 1,12453,HGNC
U2AF1,U2 small nuclear RNA auxiliary factor 1,7307,NCBI Gene
U2AF1,FP793,7307,NCBI Gene
U2AF1,RN,7307,NCBI Gene
U2AF1,RNU2AF1,7307,NCBI Gene
U2AF1,U2AF35,7307,NCBI Gene
U2AF1,U2AFBP,7307,NCBI Gene
U2AF1,splicing factor U2AF 35 kDa subunit,7307,NCBI Gene
U2AF1,U2 small nuclear RNA auxillary factor 1,7307,NCBI Gene
U2AF1,"U2 small nuclear ribonucleoprotein auxillary factor, 35-KD subunit",7307,NCBI Gene
U2AF1,U2 snRNP auxiliary factor small subunit,7307,NCBI Gene
U2AF1,U2(RNU2) small nuclear RNA auxiliary factor binding protein,7307,NCBI Gene
U2AF1,splicing factor U2AF 35kDa subunit,7307,NCBI Gene
U2AF1,U2 small nuclear RNA auxiliary factor 1,ENSG00000160201,Ensembl
U2AF1,RN,ENSG00000160201,Ensembl
U2AF1,RNU2AF1,ENSG00000160201,Ensembl
U2AF1,U2AF35,ENSG00000160201,Ensembl
U2AF1,U2AFBP,ENSG00000160201,Ensembl
UBA1,ubiquitin like modifier activating enzyme 1,12469,HGNC
UBA1,UBE1X,12469,HGNC
UBA1,POC20,12469,HGNC
UBA1,CFAP124,12469,HGNC
UBA1,"UBA1, ubiquitin-activating enzyme E1 homolog (yeast)",12469,HGNC
UBA1,POC20 centriolar protein homolog (Chlamydomonas),12469,HGNC
UBA1,ubiquitin-activating enzyme E1 (A1S9T and BN75 temperature sensitivity complementing),12469,HGNC
UBA1,ubiquitin-activating enzyme E1,12469,HGNC
UBA1,ubiquitin-like modifier activating enzyme 1,12469,HGNC
UBA1,ubiquitin like modifier activating enzyme 1,7317,NCBI Gene
UBA1,A1S9,7317,NCBI Gene
UBA1,A1S9T,7317,NCBI Gene
UBA1,A1ST,7317,NCBI Gene
UBA1,AMCX1,7317,NCBI Gene
UBA1,CFAP124,7317,NCBI Gene
UBA1,GXP1,7317,NCBI Gene
UBA1,POC20,7317,NCBI Gene
UBA1,SMAX2,7317,NCBI Gene
UBA1,UBA1A,7317,NCBI Gene
UBA1,UBE1,7317,NCBI Gene
UBA1,UBE1X,7317,NCBI Gene
UBA1,VEXAS,7317,NCBI Gene
UBA1,ubiquitin-like modifier-activating enzyme 1,7317,NCBI Gene
UBA1,A1S9T and BN75 temperature sensitivity complementing,7317,NCBI Gene
UBA1,POC20 centriolar protein homolog,7317,NCBI Gene
UBA1,"UBA1, ubiquitin-activating enzyme E1 homolog A",7317,NCBI Gene
UBA1,testicular secretory protein Li 63,7317,NCBI Gene
UBA1,ubiquitin like modifier activating enzyme 1,ENSG00000130985,Ensembl
UBA1,A1S9T,ENSG00000130985,Ensembl
UBA1,CFAP124,ENSG00000130985,Ensembl
UBA1,GXP1,ENSG00000130985,Ensembl
UBA1,POC20,ENSG00000130985,Ensembl
UBA1,UBE1,ENSG00000130985,Ensembl
UBA1,UBE1X,ENSG00000130985,Ensembl
UBA2,ubiquitin like modifier activating enzyme 2,30661,HGNC
UBA2,FLJ13058,30661,HGNC
UBA2,HRIHFB2115,30661,HGNC
UBA2,"UBA2, ubiquitin-activating enzyme E1 homolog (yeast)",30661,HGNC
UBA2,SUMO1 activating enzyme subunit 2,30661,HGNC
UBA2,ubiquitin-like modifier activating enzyme 2,30661,HGNC
UBA2,ubiquitin like modifier activating enzyme 2,10054,NCBI Gene
UBA2,ACCES,10054,NCBI Gene
UBA2,ARX,10054,NCBI Gene
UBA2,HRIHFB2115,10054,NCBI Gene
UBA2,SAE2,10054,NCBI Gene
UBA2,SUMO-activating enzyme subunit 2,10054,NCBI Gene
UBA2,SUMO-1 activating enzyme subunit 2,10054,NCBI Gene
UBA2,SUMO1 activating enzyme subunit 2,10054,NCBI Gene
UBA2,"UBA2, ubiquitin-activating enzyme E1 homolog",10054,NCBI Gene
UBA2,anthracycline-associated resistance ARX,10054,NCBI Gene
UBA2,ubiquitin-like 1-activating enzyme E1B,10054,NCBI Gene
UBA2,ubiquitin like modifier activating enzyme 2,ENSG00000126261,Ensembl
UBA2,FLJ13058,ENSG00000126261,Ensembl
UBA2,HRIHFB2115,ENSG00000126261,Ensembl
UBA2,SAE2,ENSG00000126261,Ensembl
UBB,MGC8385,ENSG00000170315,Ensembl
UBB,FLJ25987,ENSG00000170315,Ensembl
UBB,ubiquitin B,ENSG00000170315,Ensembl
UBB,polyubiquitin B,7314,NCBI Gene
UBB,epididymis secretory protein Li 50,7314,NCBI Gene
UBB,polyubiquitin-B,7314,NCBI Gene
UBB,HEL-S-50,7314,NCBI Gene
UBB,ubiquitin B,7314,NCBI Gene
UBB,polyubiquitin B,12463,HGNC
UBB,FLJ25987,12463,HGNC
UBB,MGC8385,12463,HGNC
UBB,ubiquitin B,12463,HGNC
UBC,ubiquitin C,12468,HGNC
UBC,polyubiquitin-C,12468,HGNC
UBC,ubiquitin C,7316,NCBI Gene
UBC,HMG20,7316,NCBI Gene
UBC,polyubiquitin-C,7316,NCBI Gene
UBC,ubiquitin C,ENSG00000150991,Ensembl
UBE2A,ubiquitin-conjugating enzyme E2A,7319,NCBI Gene
UBE2A,ubiquitin-protein ligase A,7319,NCBI Gene
UBE2A,ubiquitin conjugating enzyme E2 A,ENSG00000077721,Ensembl
UBE2A,HHR6A,ENSG00000077721,Ensembl
UBE2A,HR6A,ENSG00000077721,Ensembl
UBE2A,RAD6A,ENSG00000077721,Ensembl
UBE2A,UBC2,ENSG00000077721,Ensembl
UBE2A,ubiquitin carrier protein A,7319,NCBI Gene
UBE2A,RAD6 homolog A,7319,NCBI Gene
UBE2A,E2 ubiquitin-conjugating enzyme A,7319,NCBI Gene
UBE2A,ubiquitin-conjugating enzyme E2 A,7319,NCBI Gene
UBE2A,UBC2,7319,NCBI Gene
UBE2A,RAD6A,7319,NCBI Gene
UBE2A,MRXSN,7319,NCBI Gene
UBE2A,MRXS30,7319,NCBI Gene
UBE2A,HHR6A,7319,NCBI Gene
UBE2A,ubiquitin conjugating enzyme E2 A,7319,NCBI Gene
UBE2A,ubiquitin-conjugating enzyme E2A,12472,HGNC
UBE2A,ubiquitin-conjugating enzyme E2A (RAD6 homolog),12472,HGNC
UBE2A,HR6A,12472,HGNC
UBE2A,RAD6A,12472,HGNC
UBE2A,HHR6A,12472,HGNC
UBE2A,UBC2,12472,HGNC
UBE2A,ubiquitin conjugating enzyme E2 A,12472,HGNC
UBE2C,UBCH10,ENSG00000175063,Ensembl
UBE2C,ubiquitin conjugating enzyme E2 C,ENSG00000175063,Ensembl
UBE2C,ubiquitin-protein ligase C,11065,NCBI Gene
UBE2C,ubiquitin conjugating enzyme E2C,11065,NCBI Gene
UBE2C,mitotic-specific ubiquitin-conjugating enzyme,11065,NCBI Gene
UBE2C,cyclin-selective ubiquitin carrier protein,11065,NCBI Gene
UBE2C,E2 ubiquitin-conjugating enzyme C,11065,NCBI Gene
UBE2C,(E3-independent) E2 ubiquitin-conjugating enzyme C,11065,NCBI Gene
UBE2C,ubiquitin-conjugating enzyme E2 C,11065,NCBI Gene
UBE2C,dJ447F3.2,11065,NCBI Gene
UBE2C,UBCH10,11065,NCBI Gene
UBE2C,ubiquitin conjugating enzyme E2 C,11065,NCBI Gene
UBE2C,ubiquitin-conjugating enzyme E2C,15937,HGNC
UBE2C,UBCH10,15937,HGNC
UBE2C,ubiquitin conjugating enzyme E2 C,15937,HGNC
UBE2D1,UbcH5A,ENSG00000072401,Ensembl
UBE2D1,UBCH5,ENSG00000072401,Ensembl
UBE2D1,UBC4/5,ENSG00000072401,Ensembl
UBE2D1,SFT,ENSG00000072401,Ensembl
UBE2D1,E2(17)KB1,ENSG00000072401,Ensembl
UBE2D1,ubiquitin conjugating enzyme E2 D1,ENSG00000072401,Ensembl
UBE2D1,ubiquitin-protein ligase D1,7321,NCBI Gene
UBE2D1,"ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)",7321,NCBI Gene
UBE2D1,ubiquitin-conjugating enzyme E2-17 kDa 1,7321,NCBI Gene
UBE2D1,ubiquitin-conjugating enzyme E2(17)KB 1,7321,NCBI Gene
UBE2D1,ubiquitin conjugating enzyme E2D 1,7321,NCBI Gene
UBE2D1,ubiquitin carrier protein D1,7321,NCBI Gene
UBE2D1,stimulator of Fe transport,7321,NCBI Gene
UBE2D1,UBC4/5 homolog,7321,NCBI Gene
UBE2D1,E2 ubiquitin-conjugating enzyme D1,7321,NCBI Gene
UBE2D1,(E3-independent) E2 ubiquitin-conjugating enzyme D1,7321,NCBI Gene
UBE2D1,ubiquitin-conjugating enzyme E2 D1,7321,NCBI Gene
UBE2D1,UbcH5A,7321,NCBI Gene
UBE2D1,UBCH5,7321,NCBI Gene
UBE2D1,UBC4/5,7321,NCBI Gene
UBE2D1,SFT,7321,NCBI Gene
UBE2D1,E2(17)KB1,7321,NCBI Gene
UBE2D1,ubiquitin conjugating enzyme E2 D1,7321,NCBI Gene
UBE2D1,ubiquitin-conjugating enzyme E2D 1,12474,HGNC
